"Date & Time","use [kWh]","gen [kWh]","HVAC [kWh]","Garage [kWh]","Main House + Pumps [kWh]","Water Heater [kWh]","Heat Pump [kWh]","Heaters - upstairs [kWh]","Heater - downstairs [kWh]","Range [kWh]","HRV [kWh]","Dishwasher [kWh]","Main House [kWh]","Washer and Dryer [kWh]","KitL MasLP BathLP LoftLP GueLP [kWh]","KitP LivLP StairsUpLP [kWh]","Well Pump [kWh]","Booster Pump [kWh]","Garage Water Heater [kWh]","Solar Net [kWh]","Main Grid [kWh]","Solar Pos [kWh]","Septic Pump [kWh]"
2016-06-09 13:00:00,13403.323934444,6745.017955278,-2861.867515278,-2872.076412222,-10531.247522222,-1667.964648611,-2408.281898056,-65.009541667,-85.536215556,-494.427539167,-303.039860000,-178.158518611,-9124.529434722,-684.942616944,-308.640409722,0.000000000,-890.008936389,-516.709151111,-864.499223056,6459.701156389,-6943.622778056,6745.017955278,-15.427789167
2016-06-08 13:00:00,13366.868644444,6714.041023611,-2860.470845556,-2862.208176667,-10504.660467778,-1662.613126944,-2407.778901111,-64.891691667,-85.474116389,-492.519661111,-302.326136389,-177.641189722,-9101.745905556,-682.184826389,-307.647989167,0.000000000,-887.749618333,-515.164943889,-857.123911667,6428.902242222,-6937.966402222,6714.041023611,-15.416430278
2016-06-07 13:00:00,13329.097451389,6664.751087500,-2858.726475556,-2859.453616944,-10469.643834444,-1657.920813889,-2407.334566111,-64.773819722,-85.412163611,-490.606055556,-301.205926111,-176.833545278,-9079.321888611,-682.094370833,-306.466741944,0.000000000,-880.011940000,-510.310005833,-856.013600000,6379.804102222,-6949.293349167,6664.751087500,-15.240911667
2016-06-06 13:00:00,13294.636168056,6608.476086389,-2856.848667778,-2858.584402778,-10436.051765278,-1654.278425278,-2406.895260556,-64.657817500,-85.350773333,-490.025093333,-299.944816389,-176.815673056,-9061.233822500,-680.340371944,-305.459143333,0.000000000,-870.538796111,-504.279146667,-856.038166389,6323.716872500,-6970.919295556,6608.476086389,-15.235760833
2016-06-05 13:00:00,13259.456263889,6553.279449167,-2855.882926667,-2856.963627778,-10402.492636111,-1647.121530556,-2406.493718889,-64.542326111,-85.289855833,-488.989279722,-299.557025833,-176.212041944,-9039.498291111,-680.108017222,-304.228160000,0.000000000,-863.294575278,-499.699769722,-854.939919722,6268.711855278,-6990.744408611,6553.279449167,-15.229432222
2016-06-04 13:00:00,13207.217670000,6496.999435556,-2854.158689722,-2855.123700833,-10352.093969167,-1641.686853056,-2406.088878333,-64.423466944,-85.227181389,-485.338782222,-298.419163056,-175.513856944,-9010.242370278,-675.582269722,-303.067828333,0.000000000,-850.232831667,-491.618767222,-853.854160000,6212.627584722,-6994.590085278,6496.999435556,-15.223035000
2016-06-03 13:00:00,13174.639039722,6440.510413889,-2852.240896944,-2852.203885556,-10322.435154167,-1637.223182778,-2405.616859722,-64.305935000,-85.165215000,-483.347128333,-297.152887222,-174.891033889,-8991.178828056,-675.497058333,-302.034290000,0.000000000,-843.877505000,-487.378821111,-852.914246389,6156.331633333,-7018.307406389,6440.510413889,-15.039835278
2016-06-02 13:00:00,13140.259890000,6387.316264444,-2850.048039167,-2841.838998889,-10298.420891111,-1634.766335278,-2404.873108056,-64.188841944,-85.103216111,-482.885344167,-295.882873056,-174.871429722,-8971.074735556,-669.425065833,-301.005606944,0.000000000,-841.502526667,-485.843628889,-845.403460833,6103.332554444,-7036.927335556,6387.316264444,-15.031100833
2016-06-01 13:00:00,13108.193166667,6351.038091111,-2847.850269167,-2833.106347778,-10275.086818889,-1630.686519167,-2404.120904167,-64.072394167,-85.041678333,-482.122364167,-294.615292500,-174.210486389,-8954.410508333,-669.335144167,-300.087467778,0.000000000,-837.033068611,-483.643241944,-839.060913611,6067.249384444,-7040.943782222,6351.038091111,-15.023011944
2016-05-31 13:00:00,13075.586581667,6301.418216111,-2845.664505833,-2830.422815833,-10245.163765833,-1627.660731944,-2403.378415278,-63.955839167,-84.980297222,-481.077716389,-293.349954167,-173.559008611,-8937.727826944,-669.245063611,-299.025412500,0.000000000,-828.903580000,-478.532358889,-838.139892222,6017.805442500,-7057.781139167,6301.418216111,-14.916532778
