Date & Time,use [kW],gen [kW],HVAC [kW],Garage [kW],Main House + Pumps [kW],Water Heater [kW],Heat Pump [kW],Heaters - upstairs [kW],Heater - downstairs [kW],Range [kW],HRV [kW],Dishwasher [kW],Main House [kW],Washer and Dryer [kW],KitL MasLP BathLP LoftLP GueLP [kW],KitP LivLP StairsUpLP [kW],Well Pump [kW],Booster Pump [kW],Garage Water Heater [kW],Solar Net [kW],Main Grid [kW],Solar Pos [kW],Septic Pump [kW]
2/6/2017 18:43,0.239901609,0,-0.132537072,-0.050790301,-0.189111308,-0.040879282,-0.088927882,-0.02334022,-0.020140625,-0.000515336,-0.000128345,-0.000058993,-0.189110301,-0.000104734,-0.006054954,-0.002750451,-0.000002164,0.000001157,0.000001192,-0.000450914,-0.240352523,0,0.000036794
2/5/2017 18:43,0.970202697,0,-0.261909248,-0.253315637,-0.71688706,-0.233941701,-0.194487257,-0.009182083,-0.038328495,-0.016888472,-0.019911412,-0.011958113,-0.688983785,-0.001654861,-0.068458438,-0.058633519,-0.019455972,-0.008447303,-0.048626134,-0.00621809,-0.976420787,0,0.000046806
2/4/2017 18:43,1.760844954,0.071083877,-0.672710602,-0.416489479,-1.344355475,-0.138248727,-0.548845162,-0.015399699,-0.058905648,-0.095668275,-0.049560093,-0.017252731,-1.312771852,-0.00304581,-0.155621412,-0.139448623,-0.020150799,-0.011432824,-0.048405185,0.060346829,-1.700498125,0.071083877,-0.002624491
2/3/2017 18:43,1.749150694,0.1430114,-0.739912569,-0.2330986,-1.516052095,-0.140655741,-0.570076736,-0.024420567,-0.095630532,-0.048628438,-0.049784734,-0.033268113,-1.353525949,-0.003094398,-0.170825718,-0.133886424,-0.112916076,-0.049610069,-0.048000521,0.133840243,-1.615310451,0.1430114,-0.005189803
2/2/2017 18:43,1.922751447,0.137696042,-0.815297928,-0.382023137,-1.54072831,-0.180748542,-0.557611806,-0.077435822,-0.130651516,-0.021181505,-0.049598785,-0.028829954,-1.512988866,-0.106068495,-0.175257477,-0.100310602,-0.021141042,-0.006598403,-0.047469178,0.126991296,-1.79576015,0.137696042,0.000196979
2/1/2017 18:43,2.230079398,0.53785647,-0.752999965,-0.8207961,-1.409283299,-0.155558426,-0.502508576,-0.061402847,-0.139489896,-0.119985845,-0.049598646,-0.034225845,-1.403125208,-0.003084433,-0.138640949,-0.117798113,0.000035556,-0.006193646,-0.084485671,0.529358461,-1.700720938,0.53785647,-0.000018981
1/31/2017 18:43,1.8816764,0.493871794,-0.61072912,-0.568469803,-1.313206597,-0.181289306,-0.465373299,-0.015594468,-0.079779155,-0.028390903,-0.049982199,-0.037297569,-1.285850058,-0.091614363,-0.142828044,-0.118995509,-0.018904792,-0.008451748,-0.043364896,0.48502897,-1.396647431,0.493871794,-0.000093333
1/30/2017 18:43,1.966505139,0.445646609,-0.718562674,-0.642010046,-1.324495093,-0.157651331,-0.651412743,-0.004339051,-0.012491944,-0.036233877,-0.050318935,-0.028815579,-1.296439016,-0.003134421,-0.143826921,-0.126748738,-0.019657454,-0.008398623,-0.109786678,0.436018785,-1.530486354,0.445646609,-0.00015912
1/29/2017 18:43,2.468606597,0.232086979,-0.542059792,-0.813095174,-1.655511424,-0.46236684,-0.480483866,-0.004451331,-0.006972164,-0.084706042,-0.050152431,-0.031396829,-1.580788484,-0.080578947,-0.150726146,-0.140411042,-0.05057015,-0.024152789,-0.048817014,0.222121227,-2.24648537,0.232086979,-0.007334097
1/28/2017 18:43,2.416057488,0.240413252,-0.603425278,-0.694527512,-1.721529977,-0.196232731,-0.530528287,-0.004598669,-0.018410833,-0.205165301,-0.049887488,-0.031461852,-1.690483762,-0.248828785,-0.176637743,-0.145481574,-0.019639039,-0.011407176,-0.093949502,0.230516597,-2.185540891,0.240413252,0.00014294
