Date & Time,use [kW],gen [kW],HVAC [kW],Garage [kW],Main House + Pumps [kW],Water Heater [kW],Heat Pump [kW],Heaters - upstairs [kW],Heater - downstairs [kW],Range [kW],HRV [kW],Dishwasher [kW],Main House [kW],Washer and Dryer [kW],KitL MasLP BathLP LoftLP GueLP [kW],KitP LivLP StairsUpLP [kW],Well Pump [kW],Booster Pump [kW],Garage Water Heater [kW],Solar Net [kW],Main Grid [kW],Solar Pos [kW],Septic Pump [kW]
2/27/2017 23:00,2.323021933,0.809900266,-0.746232083,-0.782963449,-1.540058484,-0.288293299,-0.584840509,-0.031188854,-0.079653958,-0.022954954,-0.050548762,-0.000862512,-1.418048669,-0.002921204,-0.166755243,-0.114115405,-0.082117778,-0.039892037,-0.09108125,0.801743785,-1.521278148,0.809900266,0.000161678
2/26/2017 23:00,2.069119097,0.443682269,-0.594742569,-0.637688935,-1.431430162,-0.138333218,-0.428883843,-0.059747431,-0.056287118,-0.116346771,-0.049824178,-0.028490174,-1.344203565,-0.085080301,-0.150865382,-0.145498206,-0.05393059,-0.033296007,-0.043562847,0.435221678,-1.633897419,0.443682269,-0.008328391
2/25/2017 23:00,2.579480671,0.252655903,-0.736529421,-0.613861759,-1.965618912,-0.269792269,-0.62302316,-0.013912685,-0.049849954,-0.13467772,-0.049743623,-0.023476701,-1.852378623,-0.319576435,-0.143191586,-0.145330116,-0.074363391,-0.038876898,-0.046509444,0.244713056,-2.334767616,0.252655903,0.000131794
2/24/2017 23:00,2.33274544,0.858413449,-0.77316162,-0.441461215,-1.891284225,-0.333902419,-0.649251296,-0.007231493,-0.066454491,-0.045041435,-0.05022434,-0.066020012,-1.782426354,-0.15218956,-0.146812002,-0.189104063,-0.068092269,-0.040765602,-0.091018762,0.849828241,-1.482917199,0.858413449,-0.000266736
2/23/2017 23:00,2.118591644,0.775382639,-0.711424942,-0.568061204,-1.55053044,-0.209299826,-0.571288426,-0.007091701,-0.082594016,-0.02325066,-0.050450799,-0.000792095,-1.438415671,-0.064116157,-0.186878484,-0.165883171,-0.077043819,-0.035070949,-0.041297072,0.766923148,-1.351668495,0.775382639,0.000086701
2/22/2017 23:00,2.319717824,0.586390822,-0.692925926,-0.754210845,-1.565506979,-0.22035963,-0.541963808,-0.010886377,-0.090002002,-0.064138507,-0.050073738,-0.084516956,-1.450390336,-0.002863333,-0.158469583,-0.153413738,-0.074871539,-0.040245104,-0.090751829,0.577800498,-1.741917326,0.586390822,-0.003645509
2/21/2017 23:00,1.869485046,0.545771852,-0.514249734,-0.561431551,-1.308053495,-0.155008646,-0.390248322,-0.013307789,-0.060060336,-0.082949213,-0.050633287,-0.036345521,-1.143707928,-0.002879549,-0.173820313,-0.107245787,-0.108938218,-0.05540735,-0.193979248,0.536845174,-1.332639873,0.545771852,-0.005256354
2/20/2017 23:00,2.295053356,0.337644722,-0.50661765,-0.559947928,-1.735105428,-0.426315,-0.423268981,-0.004592222,-0.028146516,-0.013906817,-0.050609931,-0.000629907,-1.542140729,-0.066232778,-0.153309931,-0.293031366,-0.126016516,-0.066948183,-0.098532616,0.328613391,-1.966439965,0.337644722,-0.000493137
2/19/2017 23:00,2.429467384,0.32539456,-0.46748081,-1.00992228,-1.419545104,-0.247266829,-0.382501238,-0.005712373,-0.028999722,-0.044557778,-0.050267477,-0.060440035,-1.368160775,-0.05085566,-0.1376325,-0.273062789,-0.039640579,-0.01174375,-0.04612022,0.316427755,-2.11303963,0.32539456,-0.000366887
2/18/2017 23:00,2.241836285,0.294054132,-0.524149248,-0.422747292,-1.819088993,-0.292225613,-0.458340313,-0.004584838,-0.010900938,-0.190295243,-0.05032316,-0.032240648,-1.761583623,-0.181198727,-0.189132211,-0.25792228,-0.041147407,-0.016357963,-0.044905775,0.284221296,-1.957614988,0.294054132,-0.007728021
2/17/2017 23:00,2.277930856,0.258604352,-0.529390544,-0.545733588,-1.732197269,-0.171942593,-0.460632731,-0.004579109,-0.013989329,-0.159613125,-0.050189375,-0.030213623,-1.698989769,-0.289886354,-0.245873669,-0.183726053,-0.020422037,-0.012785463,-0.090073495,0.248983032,-2.028947824,0.258604352,0.000015579
2/16/2017 23:00,1.307951285,0.814274815,-0.410457373,-0.103275324,-1.204675961,-0.240850475,-0.339598669,-0.00454228,-0.015309954,-0.121112037,-0.05100647,-0.028689734,-1.171486412,-0.003007037,-0.164005081,-0.118246435,-0.023979954,-0.009209595,-0.042003333,0.805140058,-0.502811227,0.814274815,-0.000100567
2/15/2017 23:00,1.42287735,0.663389745,-0.391803368,-0.479243125,-0.943634225,-0.127278472,-0.329417569,-0.004488009,-0.006863403,-0.023150266,-0.051034387,-0.030941678,-0.915379132,-0.003057697,-0.118045764,-0.134318368,-0.020182986,-0.008072106,-0.079048461,0.654207488,-0.768669861,0.663389745,-0.000310382
2/14/2017 23:00,1.472315718,0.055670243,-0.443106991,-0.46019434,-1.012121377,-0.117675266,-0.350338472,-0.004741505,-0.037628715,-0.107141933,-0.050398299,-0.000653947,-1.007472292,-0.003043866,-0.139603414,-0.114430463,0.000058044,-0.00470713,-0.093863426,0.043690556,-1.428625162,0.055670243,-0.002119398
2/13/2017 23:00,1.849404583,0.629923762,-0.623179468,-0.642672141,-1.206732442,-0.169990509,-0.501513866,-0.009296215,-0.061861065,-0.013768762,-0.050508322,-0.033263414,-1.179839225,-0.003055475,-0.150691424,-0.103654398,-0.020808866,-0.006084352,-0.046896806,0.62053522,-1.228869363,0.629923762,-0.005299433
2/12/2017 23:00,1.6634711,0.771583947,-0.479066065,-0.404986331,-1.258484769,-0.2007886,-0.358255463,-0.004561146,-0.065585081,-0.065102176,-0.050664375,-0.033866088,-1.232530324,-0.003072917,-0.14907544,-0.208824884,-0.019407894,-0.006546551,-0.047300741,0.762264896,-0.901206204,0.771583947,-0.00032772
2/11/2017 23:00,2.818569907,0.553671713,-0.669082373,-0.530199757,-2.28837015,-0.506027708,-0.545078576,-0.006034792,-0.068089815,-0.090374005,-0.04987919,-0.035328831,-2.216295208,-0.42338294,-0.18287338,-0.226855451,-0.043641157,-0.028433785,-0.082831354,0.544614225,-2.273955683,0.553671713,-0.000060567
2/10/2017 23:00,1.84512735,0.59409537,-0.618467639,-0.479095984,-1.366031366,-0.086243854,-0.504150822,-0.007981227,-0.056283715,-0.218414572,-0.050051875,-0.0007625,-1.339867292,-0.002970417,-0.18315044,-0.143596019,-0.020808611,-0.005355463,-0.059124248,0.585825127,-1.259302222,0.59409537,0.000151215
2/9/2017 23:00,1.6068686,0.378329271,-0.633257743,-0.311366713,-1.295501887,-0.183096782,-0.523259097,-0.006057685,-0.053574664,-0.025914653,-0.050366296,-0.022830231,-1.266249028,-0.016315359,-0.173819583,-0.129089769,-0.02004213,-0.009210729,-0.041277176,0.369164074,-1.237704525,0.378329271,-0.001307234
2/8/2017 23:00,1.96963669,0.33634934,-0.646888669,-0.673648056,-1.295988634,-0.167364919,-0.432818935,-0.03816456,-0.125634375,-0.016770417,-0.050270799,-0.019492002,-1.263484896,-0.076744294,-0.139497037,-0.114036262,-0.020823738,-0.01168,-0.07898147,0.325758565,-1.643878125,0.33634934,-0.007848333
2/7/2017 23:00,2.890767963,0.040268079,-1.159370058,-1.094577164,-1.796190799,-0.152307558,-0.648008021,-0.144855521,-0.319830509,-0.024775093,-0.046676007,-0.031398472,-1.770455093,-0.036803576,-0.139389873,-0.138077049,-0.019267975,-0.006467731,-0.075001609,0.027494838,-2.863273125,0.040268079,0.000136169
2/6/2017 23:00,1.483070313,0,-0.566044618,-0.423634433,-1.05943588,-0.199724144,-0.374923819,-0.078283102,-0.112136157,-0.002760949,-0.000701539,-0.038117801,-1.024272685,-0.123761215,-0.039293264,-0.024165938,-0.023945509,-0.011217685,-0.137780394,-0.002429329,-1.485499641,0,0.000082546
2/5/2017 23:00,0.374475417,0,-0.118365382,-0.132966863,-0.241508553,-0.029219491,-0.074304387,-0.007695729,-0.025157326,-0.004710035,-0.01120794,-0.000227049,-0.240692407,-0.001128681,-0.035242106,-0.030820625,-0.000014606,-0.000801539,0.000013958,-0.004148102,-0.378623519,0,0.000014688
2/4/2017 23:00,2.071486678,0.071083877,-0.671482662,-0.48670309,-1.584783588,-0.330351725,-0.54117294,-0.016097199,-0.064815671,-0.105450961,-0.049396852,-0.02884706,-1.527343299,-0.002993681,-0.151293958,-0.148630995,-0.039585266,-0.017855023,-0.097052894,0.06047588,-2.011010799,0.071083877,-0.000025289
2/3/2017 23:00,1.749738403,0.1430114,-0.708988854,-0.282895162,-1.466843241,-0.125623576,-0.562383229,-0.017398681,-0.079364444,-0.048658438,-0.0498425,-0.03326537,-1.304836574,-0.003083044,-0.165933796,-0.134035868,-0.112918889,-0.049087778,-0.04800294,0.13372456,-1.616013843,0.1430114,-0.007823565
2/2/2017 23:00,1.864729433,0.137696042,-0.829234965,-0.38150397,-1.483225463,-0.159480718,-0.563769271,-0.08118169,-0.134677488,-0.021157731,-0.049606516,-0.000782627,-1.477663947,-0.098421123,-0.1822311,-0.101937095,0.000012095,-0.005573611,-0.047521655,0.127024572,-1.737704861,0.137696042,0.000291088
2/1/2017 23:00,2.279503252,0.53785647,-0.753712708,-0.787727616,-1.491775637,-0.190739919,-0.502207662,-0.063059433,-0.138764699,-0.113574363,-0.049680914,-0.062223137,-1.463423218,-0.010745556,-0.13452897,-0.114337882,-0.02111581,-0.007236609,-0.084433009,0.529316574,-1.750186678,0.53785647,-0.000107766
1/31/2017 23:00,1.944941863,0.493871794,-0.637341979,-0.601810914,-1.343130949,-0.168259074,-0.473856227,-0.017212998,-0.096493727,-0.034800255,-0.049779028,-0.037353241,-1.315188484,-0.091596944,-0.151769132,-0.118894525,-0.01890331,-0.009039155,-0.043365185,0.485086701,-1.459855162,0.493871794,-0.000056296
1/30/2017 23:00,1.863040498,0.445646609,-0.719936782,-0.612222917,-1.250817581,-0.129987604,-0.649903657,-0.004337373,-0.015345845,-0.036197708,-0.050349907,-0.000914664,-1.224060521,-0.003143194,-0.132630706,-0.122103553,-0.019660405,-0.007096655,-0.109780637,0.436039757,-1.427000741,0.445646609,-0.000087801
1/29/2017 23:00,2.33332647,0.232086979,-0.567551296,-0.741471366,-1.591855104,-0.387004468,-0.506125127,-0.004468669,-0.006789803,-0.084653704,-0.050167697,-0.028620949,-1.539800313,-0.080510382,-0.158922894,-0.141928438,-0.03033478,-0.021720012,-0.048869734,0.222174618,-2.111151852,0.232086979,-0.007349352
1/28/2017 23:00,2.538880833,0.240413252,-0.578243958,-0.742732847,-1.796147986,-0.312822731,-0.506327257,-0.004580231,-0.017508183,-0.205259479,-0.049828287,-0.062137731,-1.741607975,-0.179693472,-0.178043495,-0.141716319,-0.039871192,-0.014668819,-0.093900718,0.23059331,-2.308287523,0.240413252,0.000084826
1/27/2017 23:00,1.785279248,0.385891019,-0.600397755,-0.438041782,-1.347237465,-0.200133299,-0.522791516,-0.004411042,-0.022957523,-0.029791354,-0.050237674,-0.030031238,-1.317705394,-0.083472558,-0.165710081,-0.131287616,-0.020102674,-0.009429398,-0.046446169,0.376083275,-1.409195972,0.385891019,0.000021354
1/26/2017 23:00,1.300521481,0.409671053,-0.64736544,-0.108067106,-1.192454375,-0.166667025,-0.574020498,-0.004444248,-0.018187512,-0.024233287,-0.050713183,-0.000940081,-1.164475741,-0.002879259,-0.127543993,-0.11714412,-0.021800046,-0.006178588,-0.040977847,0.400207234,-0.900314248,0.409671053,-0.000028194
1/25/2017 23:00,2.322389479,0.287103553,-0.685102951,-0.769289699,-1.55309978,-0.258210856,-0.602973125,-0.004752894,-0.026894201,-0.044235081,-0.050482731,-0.061251157,-1.517728727,-0.09128103,-0.162726204,-0.135775046,-0.022600741,-0.012770313,-0.112964873,0.277225313,-2.045164167,0.287103553,-0.000191366
1/24/2017 23:00,1.6390211,0.129222928,-0.537900012,-0.516174838,-1.122846262,-0.129404201,-0.406041991,-0.022181192,-0.05953184,-0.019181968,-0.050144988,-0.000759109,-1.096155,-0.085741678,-0.136699537,-0.11804213,-0.021864861,-0.0048264,-0.042780104,0.11928412,-1.519736979,0.129222928,-0.002572801
1/23/2017 23:00,2.107942164,0.358997708,-0.607223981,-0.830583299,-1.277358866,-0.159509815,-0.541493032,-0.004416597,-0.011474838,-0.037199271,-0.049839514,-0.032778796,-1.247184005,-0.01168853,-0.146699722,-0.177807616,-0.020176817,-0.009998044,-0.078839271,0.349074977,-1.758867188,0.358997708,-0.005471262
1/22/2017 23:00,2.244519688,0.367234549,-0.7138939,-0.624589907,-1.61992978,-0.186975116,-0.656761389,-0.004447326,-0.002472292,-0.04621125,-0.050212894,-0.059867199,-1.590205984,-0.068472407,-0.15343147,-0.271205081,-0.022034502,-0.007689294,-0.094363137,0.35730169,-1.887217998,0.367234549,-0.000424213
1/21/2017 23:00,2.242765093,0.161796123,-0.695592025,-0.554168831,-1.688596262,-0.208675856,-0.638555741,-0.004526817,-0.002502824,-0.141183588,-0.050006644,-0.031929757,-1.655680903,-0.10827353,-0.149400174,-0.227164433,-0.021337616,-0.011577743,-0.047655185,0.152485069,-2.090280023,0.161796123,-0.000279525
1/20/2017 23:00,2.143082199,0.371751042,-0.683191597,-0.499879896,-1.643202303,-0.204557905,-0.626259537,-0.004430579,-0.002470961,-0.021636343,-0.050030521,-0.027218611,-1.453595648,-0.101322326,-0.152295498,-0.182262188,-0.131650567,-0.057956088,-0.04757044,0.361466505,-1.781615694,0.371751042,-0.000055567
1/19/2017 23:00,1.595391296,0.23977294,-0.633167627,-0.380849896,-1.2145414,-0.137855417,-0.575950903,-0.004467164,-0.002551169,-0.018178796,-0.050198391,-0.00065934,-1.209628576,-0.094175266,-0.115809051,-0.130188762,0.000081586,-0.00499441,-0.075615625,0.229092454,-1.366298843,0.23977294,-0.000107905
1/18/2017 23:00,1.937425544,0.16040059,-0.551959884,-0.710251736,-1.227173808,-0.149945347,-0.494596343,-0.004527303,-0.002464109,-0.094285613,-0.05037213,-0.031241424,-1.177955926,-0.012566782,-0.122425579,-0.128056713,-0.03852706,-0.010690822,-0.072604549,0.150623009,-1.786802535,0.16040059,-0.007473565
